"Late Helladic IIIB",91200,87000,4.39,927,3900,29171,2.27,1.2534,4.86,30.8,4250,.4186,27.2,28.8,22.83,55000,62,2.6742,9.34,.837,246,11.57,227,178,.7,3.73,126,92,-1250
"Late Helladic IIIB",89200,83000,4.37,972,4780,30382,2.37,1.1638,5.04,32,4670,.3795,27.6,28.5,23.28,56900,65.3,2.6954,9.65,.842,242,12.15,214,178,.78,3.74,121,93,-1250
"Late Helladic IIIB",73800,90000,4.44,935,9690,18173,1.95,1.2623,5.01,27.1,4100,.3615,23.1,23.1,18.62,48100,55.9,2.4628,4.72,.788,199,9.8,174,99,.73,3.92,104,94,-1250
"Late Helladic IIIB",84300,91000,4.4,853,10260,22926,2.55,1.2534,5.23,32.3,4540,.4355,28.5,30.9,22.29,51800,62.4,2.8645,9.01,.804,253,11.45,222,145,.82,4.24,132,95,-1250
"Late Helladic IIIB",76500,105000,4.34,934,5700,19478,2.38,1.1728,4.83,29.5,4500,.3921,28.1,29.4,22.36,53500,61.4,2.6636,8.87,.801,253,11.01,217,149,.81,3.8,120,96,-1250
"Late Helladic IIIB",76300,102000,4.14,967,5540,21435,2.13,1.128,4.98,30.5,4010,.3932,27.8,28.7,20.14,49900,59.7,2.6848,8.1,.771,256,10.08,199,146,.79,3.75,125,97,-1250
"Late Helladic IIIB",79000,84000,4.55,953,5900,23392,2.19,1.1459,5.07,29.4,4390,.3731,24.5,27.8,20.43,50400,61.6,2.6954,8.02,.809,247,10.32,203,154,.8,3.5,123,98,-1250
"Late Helladic IIIB",73000,93000,4.28,954,9430,18733,2.12,1.0833,4.9,28.1,4490,.3805,22.5,25.7,18.46,49800,59.4,2.2831,8.15,.812,242,10.07,169,110,.75,4.48,126,99,-1250
"Late Helladic IIIB",83800,82000,4.35,907,5240,29264,2.21,1.0654,4.55,28.4,4330,.3964,26.7,29.6,23.03,54500,62.4,2.5157,9.35,.81,271,11.34,221,178,.76,3.78,127,100,-1250
"Late Helladic IIIB",86400,77000,4.32,928,8300,24511,2.46,1.1549,5.03,31.6,4720,.3773,29.4,27.7,21.91,53400,64.5,2.6214,9.26,.825,236,11.71,231,157,.85,4.06,110,101,-1250
"Late Helladic IIIB",92200,93000,4.68,865,6460,29264,2.68,1.2175,5.51,36.1,4820,.4598,33.5,30.5,23.93,55600,70.2,3.097,10.08,.864,229,11.93,204,164,.86,3.37,127,102,-1250
"Late Helladic IIIB",87600,111000,4.97,835,12260,11836,2.23,1.3429,5.38,32.5,4060,.4228,28.1,32.6,23.55,58800,65.7,3.023,10.77,.768,272,11.04,234,138,.86,3.41,138,103,-1250
"Late Helladic IIIB",80000,93000,5.1,992,15840,16775,2.01,1.3339,5.57,30.9,4650,.445,25.9,25.4,21.01,53500,63.8,2.8433,5.5,.889,221,10.7,176,82,.93,4.73,87,104,-1250
"Late Helladic IIIB",84600,86000,3.91,921,6000,29637,2.35,.9221,4.16,27.1,4630,.4143,25,28.7,22.78,55700,54.9,2.6531,9.79,.869,241,10.44,204,180,.62,3.82,116,105,-1250
"Late Helladic IIIB",73000,92000,3.89,921,6670,20783,1.96,1.0564,4.53,27.2,4050,.3879,24,25.2,18.76,49600,56.7,3.0442,8,.756,191,9.77,208,128,.71,3.99,119,106,-1250
"Late Helladic IIIB",75500,87000,5.07,907,17180,12209,2.01,1.513,5.41,29.6,4380,.3974,27.5,23.7,19.99,50500,65.1,2.7165,4.8,.875,195,10.81,168,88,.89,4.4,91,107,-1250
"Late Helladic IIIB",81200,76000,5.13,940,14290,22926,2.18,1.3787,5.76,32.4,4700,.4334,29.5,24.2,20.71,53000,68.2,2.8011,5.12,.902,195,11.36,166,102,.94,4.18,106,108,-1250
"Late Helladic IIIB",78800,99000,4.22,897,5630,21715,2.24,1.1101,4.82,30.4,4400,.3837,27.4,28.3,21.33,53300,58.9,2.7165,8.72,.766,248,10.38,215,146,.76,2.96,119,109,-1250
"Late Helladic IIIB",74500,91000,3.61,721,6240,22088,2.3,1.1459,4.8,29.1,4510,.4006,27.1,26.5,20.87,52300,58.7,2.5791,8.98,.839,226,10.42,208,141,.73,4.1,115,110,-1250
"Late Helladic IIIB",69000,112000,4.04,824,6820,19758,2.17,1.0027,4.64,28.3,3950,.3509,23.2,28.2,20.33,50600,55.6,2.6002,8.62,.718,309,9.61,204,134,.75,2.92,120,111,-1250
"Late Helladic IIIB",76500,91000,4.79,897,11960,21808,2.01,1.2981,5.3,28.7,4410,.4249,26.4,22.5,18.8,51200,61.9,2.6531,5.11,.865,178,10.29,189,110,.77,4.19,99,112,-1250
"Late Helladic I-II",88700,88000,4.45,874,6350,28611,2.49,1.2086,5.09,32.4,5100,.4207,27.1,28.8,23.01,53600,62.8,2.9173,9.71,.85,232,11.68,224,149,.76,3.53,111,113,-1480
"Late Helladic I-II",82500,115000,4.47,1046,11350,12022,2.42,1.2713,5.13,32.4,4620,.3837,27.3,29.8,21.89,53100,63.7,2.8433,9.5,.781,217,11.4,203,91,.63,4.22,126,114,-1480
"Late Helladic I-II",91300,83000,4.48,903,5900,30662,2.52,1.2355,5.27,34.5,4780,.3995,30.4,30.2,23.34,54100,66.8,2.7693,9.92,.836,231,12.45,169,170,.76,3.38,131,115,-1480
"Late Helladic I-II",84200,92000,4.43,767,8630,30755,2.31,1.1907,5.02,30.9,4710,.4048,28,26,19.78,47100,59.1,2.5368,8.73,.83,227,11.48,186,125,.62,4.3,120,116,-1480
"Late Helladic I-II",80200,70000,4.8,595,5060,28332,2.57,1.3787,5.67,34,4630,.4323,33.2,36.4,22.22,46700,65.3,2.8856,13.73,.849,288,10.94,387,137,.86,3.62,114,117,-1480
"Late Helladic I-II",49200,99000,3.53,473,9630,11556,1.78,.9758,3.72,19.5,3240,.3076,17,19.21,15.08,38300,41,2.1246,4.72,.589,374,6.44,298,52,.66,3.11,104,118,-1480
"Late Helladic I-II",83000,83000,4.12,691,12780,20503,2.75,1.0743,4.43,25,3340,.3773,22.3,23.01,17.82,44400,49.3,2.7271,6.2,.659,429,7.93,335,67,.67,3.49,109,119,-1480
"Late Helladic I-II",69800,70000,4.44,927,5940,28891,2.42,1.1996,5.12,33.4,5190,.4069,28.5,27,21.47,52200,60.8,2.7588,19.46,.787,241,10.8,210,210,.79,3.49,113,120,-1480
"Late Helladic I-II",84600,87000,4.92,830,3560,31687,2.61,1.316,5.59,34.7,4630,.4207,31.8,35.3,21.13,46400,68.1,2.8856,13.48,.809,202,11.57,257,135,.84,2.95,116,121,-1480
"Late Helladic I-II",85100,88000,4.64,912,5470,30941,2.55,1.2981,5.27,32.9,4860,.3974,30.6,26.9,21.71,50600,64.6,2.6108,9.64,.798,221,11.3,200,157,.78,3.4,113,122,-1480
"Late Helladic I-II",81600,33000,3.94,758,8000,21062,2.68,1.0743,5.56,27.8,4890,.3499,24.9,32.9,21.24,53300,60.5,2.7059,7.56,.921,356,10.43,321,150,.69,3.86,120,123,-1480
"Late Helladic I-II",73200,105000,4.31,950,6310,27866,2.24,1.1907,5.1,30.1,4150,.3943,28.1,27,19.3,48900,60.1,2.8962,7.55,.763,212,10.28,189,162,.77,3.46,112,124,-1480
"Late Helladic I-II",82000,79000,4.36,980,5660,22833,2.41,1.2534,5.29,31.7,4900,.4376,30.7,27.3,22.05,52100,63.8,2.9807,8.91,.846,221,12.03,201,183,.77,3.77,92,125,-1480
"Late Helladic I-II",91000,64000,4.83,736,3910,33458,2.61,1.2623,5.49,36.1,4860,.445,31.9,30.9,23.09,52800,68.3,3.1182,13.29,.904,237,12.24,234,214,.88,3.64,96,126,-1480
"Late Helladic I-II",87700,82000,4.3,890,12980,14632,2.29,1.1817,4.89,30.9,4880,.4143,26.1,30.1,23.43,56500,61.4,2.9385,9.36,.85,256,11.67,194,115,.78,3.3,115,127,-1480
"Late Helladic I-II",83900,86000,4.5,942,6720,29730,2.58,1.1996,5.07,31.3,4520,.3699,27.7,31,21.29,51300,61.3,2.8645,9.19,.783,232,10.75,188,159,.86,3.91,100,128,-1480
"Late Helladic I-II",87100,93000,4.71,872,7950,21342,2.46,1.2265,5.22,32.6,4410,.3974,30.4,26.6,20.69,52600,61.6,2.8856,7.69,.855,239,10.82,181,208,.82,4.88,116,129,-1480
"Late Helladic I-II",88100,99000,4.77,973,4610,24045,2.6,1.2175,5.24,33.4,4540,.3943,30,31.6,23.02,52500,61.9,2.8222,10.21,.776,261,10.73,248,200,.84,3.9,121,130,-1480
"Late Helladic I-II",81900,73000,4.48,956,4830,24977,2.41,1.1728,5.1,31.2,4470,.4175,26.5,36,21.28,52400,62.2,2.6108,9.96,.785,305,9.98,337,163,.75,4.17,92,131,-1480
"Late Helladic I-II",85900,61000,4.8,588,4730,26841,2.56,1.2713,5.38,32.6,4290,.4376,28.8,41.9,22.4,47300,67.5,2.9913,11.13,.892,328,10.92,419,177,.76,3.8,125,132,-1480
"Late Helladic IIIC",81100,93000,5.37,1007,15030,24418,2.35,1.4414,6.04,33.8,4610,.4418,32.2,23.7,20.99,53200,69.5,2.9807,4.84,.925,216,11.62,166,154,.99,4.02,110,133,-1150
"Late Helladic IIIC",72000,64000,4.2,958,10280,25349,1.78,1.0295,4.82,29.7,4180,.3921,25.7,30.1,19.07,50000,58.2,3.0442,5.41,.899,441,9.95,368,147,.76,4.63,103,134,-1150
"Late Helladic IIIC",63600,72000,4.07,885,9320,12209,1.58,.9848,4.35,25,3970,.3552,24.8,28.1,18.9,43200,47.9,2.2937,22.58,.683,567,7.67,433,124,.62,3.27,99,135,-1150
"Late Helladic IIIC",63400,56000,3.81,927,10880,20503,1.61,1.0027,4.5,26.1,3710,.3668,25.5,32.9,17.48,48400,54.1,2.3888,4.18,.967,920,8.74,482,108,.78,4.27,107,136,-1150
"Late Helladic IIIC",79900,97000,4.62,910,12890,22554,2.24,1.2444,5.48,30.9,4370,.3943,31.3,23.6,19.85,50300,64.2,2.7799,4.72,.915,248,11.01,197,143,.87,4.79,81,137,-1150
"Late Helladic IIIC",99400,27000,5.84,842,10900,32992,2.42,1.4414,6.33,38.2,4820,.4926,37.7,22.4,21.57,51800,79.6,3.2978,8.94,1.045,208,14.35,117,193,.98,4.82,113,138,-1150
"Late Helladic IIIC",85000,104000,5.02,1116,18560,10345,2.11,1.316,5.86,32.3,4630,.4566,31,27.4,21.96,56200,70.1,2.949,5.63,.926,301,11.74,256,121,.95,4.76,94,139,-1150
"Late Helladic IIIC",80000,86000,4.36,961,16250,19105,1.81,1.2175,5.12,31.7,4120,.4017,29,33.9,21.09,54300,62.8,2.6002,5.95,.91,408,10.76,381,105,.81,3.92,125,140,-1150
"Late Helladic IIIC",79300,67000,4.39,867,14170,14352,1.8,1.1549,5.08,29.8,4870,.3752,27.6,33.4,20.58,53000,62.1,2.7165,5.46,.89,467,10.75,435,109,.75,3.62,103,141,-1150
"Late Helladic IIIC",78000,89000,4.49,881,16980,10718,1.91,1.2175,5.33,31.6,4130,.408,30,31.1,20.69,53200,65,2.7482,5.48,.883,429,10.86,370,99,.9,3.97,99,142,-1150
